"","NSub","curDur","exp","group","model","mu_r","sig_r","log_lik","W_P_G","W_L","W_Ds","part"
"16720",8,0.73,"Exp1","mixed","IP",0.881151400814282,0.114801255576896,0.756047604071346,0,0.578211881707638,0.421788118292362,"all"
"16721",8,0.74,"Exp1","mixed","IP",0.887028833313567,0.11537833167217,0.742925944472332,0,0.584810809257124,0.415189190742876,"all"
"16722",8,0.75,"Exp1","mixed","IP",0.892745766733523,0.11594234220062,0.730511994461364,0,0.591291589063837,0.408708410936163,"all"
"16723",8,0.76,"Exp1","mixed","IP",0.89830608350367,0.116493599536084,0.728577909400665,0,0.597655683757539,0.402344316242461,"all"
"16724",8,0.77,"Exp1","mixed","IP",0.9037136191278,0.117032410580181,0.724940728147082,0,0.60390460815302,0.39609539184698,"all"
"16725",8,0.78,"Exp1","mixed","IP",0.908972158101465,0.117559076619683,0.719957341496809,0,0.610039922284646,0.389960077715354,"all"
"16726",8,0.79,"Exp1","mixed","IP",0.914085430347081,0.118073893212993,0.722112181427951,0,0.616063224935962,0.383936775064038,"all"
"16727",8,0.8,"Exp1","mixed","IP",0.919057108127102,0.118577150102988,0.712775859985355,0,0.621976147638908,0.378023852361092,"all"
"16728",8,1.2,"Exp1","mixed","IP",1.17244186701872,0.221939943662731,0.0915806148058098,0,0.356770307833043,0.643229692166957,"all"
"16729",8,1.21,"Exp1","mixed","IP",1.17853165325495,0.223089525064821,0.085628571502527,0,0.360543784111846,0.639456215888154,"all"
"16730",8,1.22,"Exp1","mixed","IP",1.18454712708859,0.224229249151192,0.077151866938718,0,0.36430310299513,0.63569689700487,"all"
"16731",8,1.23,"Exp1","mixed","IP",1.19048874799053,0.225359175253904,0.0734532762833531,0,0.36804798031951,0.63195201968049,"all"
"16732",8,1.24,"Exp1","mixed","IP",1.19635698553082,0.22647936348646,0.0663571795663705,0,0.371778142918544,0.628221857081456,"all"
"16733",8,1.25,"Exp1","mixed","IP",1.20215231885101,0.227589874694828,0.0582280567317192,0,0.375493328417411,0.624506671582589,"all"
"16734",8,1.26,"Exp1","mixed","IP",1.20787523614901,0.228690770409991,0.0540184925953636,0,0.379193285027484,0.620806714972516,"all"
"16735",8,1.27,"Exp1","mixed","IP",1.21352623417636,0.229782112801973,0.0540120280748528,0,0.382877771341012,0.617122228658988,"all"
"16736",8,1.28,"Exp1","mixed","IP",1.21910581774789,0.230863964635317,0.0473087593531737,0,0.386546556126099,0.613453443873901,"all"
"16737",8,1.29,"Exp1","mixed","IP",1.22461449926377,0.231936389225977,0.0428225631252502,0,0.39019941812218,0.60980058187782,"all"
"16738",8,1.3,"Exp1","mixed","IP",1.23005279824379,0.232999450399583,0.0407534414534345,0,0.393836145836162,0.606163854163838,"all"
"16739",8,1.31,"Exp1","mixed","IP",1.2354212408739,0.23405321245106,0.0465941070514233,0,0.397456537339402,0.602543462660598,"all"
