"","Exp","NSub","group","m_dur","m_RP","dur_sd","RP_sd","M_p_linear","M_p_log"
"59","Exp2",4,2,1.61610242800546,1.6191017885854,0.228691591297391,0.263718196707474,1.61610242800546,1.60005476290647
"60","Exp2",4,3,1.11103957760437,1.1511078943765,0.535274993950924,0.574288392604225,1.11103957760437,0.979779567045567
"61","Exp2",5,1,0.604704738827897,0.578224248587554,0.0861617610516428,0.088049574155937,0.604704738827897,0.598627631034261
"62","Exp2",5,2,1.61610242800546,1.53695727229024,0.228691591297391,0.357114994430488,1.61610242800546,1.60005476290647
"63","Exp2",5,3,1.11103957760437,1.08836812952694,0.535274993950924,0.521022951624294,1.11103957760437,0.979779567045567
"64","Exp2",6,1,0.607529047516222,0.652121160287288,0.0848084224562671,0.152556305281845,0.607529047516222,0.601628425732112
"65","Exp2",6,2,1.61610242800546,1.4954837952234,0.228691591297391,0.422896043816862,1.61610242800546,1.60005476290647
"66","Exp2",6,3,1.11103957760437,1.14030429634143,0.535274993950924,0.484627401940028,1.11103957760437,0.979779567045567
"67","Exp2",7,1,0.60597672720327,0.650300653658815,0.0857506180498309,0.127354076910037,0.60597672720327,0.599959465297448
"68","Exp2",7,2,1.61423255350384,1.59420495907179,0.228043238231372,0.289159912584829,1.61423255350384,1.59827781643253
"69","Exp2",7,3,1.11103957760437,1.02717426580193,0.535274993950924,0.386250932699711,1.11103957760437,0.979779567045567
"70","Exp2",8,1,0.60597672720327,0.682205366222911,0.0857506180498309,0.150193264274882,0.60597672720327,0.599959465297448
"71","Exp2",8,2,1.61864878060576,1.58383349902924,0.227734115731392,0.448236190872988,1.61864878060576,1.60272388753152
"72","Exp2",8,3,1.11103957760437,1.02275951556396,0.535274993950924,0.406706827886003,1.11103957760437,0.979779567045567
"73","Exp2",9,1,0.60597672720327,0.640568125095029,0.0857506180498309,0.139927295213665,0.60597672720327,0.599959465297448
"74","Exp2",9,2,1.61421472775676,1.54349849214744,0.227662935067582,0.303287958030529,1.61421472775676,1.59827781643253
"75","Exp2",9,3,1.11103957760437,1.07499990475478,0.535274993950924,0.509080672956813,1.11103957760437,0.979779567045567
"76","Exp2",10,1,0.60597672720327,0.621601129273665,0.0857506180498309,0.141491447814615,0.60597672720327,0.599959465297448
"77","Exp2",10,2,1.61074190548269,1.52930365123883,0.228358437236851,0.39539941216699,1.61074190548269,1.59472984147565
"78","Exp2",10,3,1.11103957760437,1.03293953660594,0.535274993950924,0.426600002196215,1.11103957760437,0.979779567045567
"79","Exp2",11,1,0.605626161418843,0.572187213587983,0.0856148792611283,0.0971115969736367,0.605626161418843,0.599626229199943
"80","Exp2",11,2,1.61610242800546,1.53454641005891,0.228691591297391,0.336452179330267,1.61610242800546,1.60005476290647
"81","Exp2",11,3,1.11103957760437,1.00585728723893,0.535274993950924,0.356080866645244,1.11103957760437,0.979779567045567
"82","Exp2",12,1,0.607986718549213,0.609029409254102,0.085768186268931,0.0983663417529427,0.607986718549213,0.601962774529706
"83","Exp2",12,2,1.61610242800546,1.50233806979851,0.228691591297391,0.317076554707763,1.61610242800546,1.60005476290647
"84","Exp2",12,3,1.11103957760437,1.0791532928351,0.535274993950924,0.450560180526453,1.11103957760437,0.979779567045567
"85","Exp2",13,1,0.604030285729396,0.557556653549414,0.0860311462621906,0.0742805279236217,0.604030285729396,0.597962823002167
"86","Exp2",13,2,1.61610242800546,1.5086911711344,0.228691591297391,0.365067023105618,1.61610242800546,1.60005476290647
"87","Exp2",13,3,1.11103957760437,1.1969149249979,0.535274993950924,0.350332557807374,1.11103957760437,0.979779567045567
"88","Exp2",14,1,0.60597672720327,0.644277893250131,0.0857506180498309,0.142234160685299,0.60597672720327,0.599959465297448
"89","Exp2",14,2,1.6197710271794,1.53878960129508,0.229456570852487,0.437242284748219,1.6197710271794,1.60361458481534
"90","Exp2",14,3,1.11103957760437,0.975344952492367,0.535274993950924,0.368236327399747,1.11103957760437,0.979779567045567
"91","Exp2",15,1,0.60457095510898,0.645284700652913,0.0852082258927289,0.0917464690219774,0.60457095510898,0.598627631034261
"92","Exp2",15,2,1.61610242800546,1.46248793027714,0.228691591297391,0.235695887138175,1.61610242800546,1.60005476290647
"93","Exp2",15,3,1.11103957760437,1.01881058554244,0.535274993950924,0.236403177489745,1.11103957760437,0.979779567045567
"94","Exp2",16,1,0.60597672720327,0.663683225647418,0.0857506180498309,0.144732308233034,0.60597672720327,0.599959465297448
"95","Exp2",16,2,1.62110615762966,1.40733118469519,0.226197508287937,0.387519155737557,1.62110615762966,1.60539746464559
"96","Exp2",16,3,1.11103957760437,1.01736021357277,0.535274993950924,0.391727832970932,1.11103957760437,0.979779567045567
