"","curDur","wp","mu_r","sig_r","predY","NSub","exp","model","group","ver"
"6772",1.53,0.651772686100273,1.44753392029305,0.235137555444421,1.44701325568613,3,"Exp1","baseline","long","log"
"6773",1.54,0.651772686100273,1.45081925479435,0.235652630549432,1.45203831884455,3,"Exp1","baseline","long","log"
"6774",1.55,0.651772686100273,1.45409085034424,0.236165596270561,1.45453680530471,3,"Exp1","baseline","long","log"
"6775",1.56,0.651772686100273,1.45734885279879,0.23667647463982,1.45954417494618,3,"Exp1","baseline","long","log"
"6776",1.57,0.651772686100273,1.46059340554124,0.237185287320872,1.46012334220647,3,"Exp1","baseline","long","log"
"6777",1.58,0.651772686100273,1.46382464953932,0.237692055617474,1.46328436198814,3,"Exp1","baseline","long","log"
"6778",1.59,0.651772686100273,1.46704272340099,0.238196800481679,1.46729993078203,3,"Exp1","baseline","long","log"
"6779",1.6,0.651772686100273,1.47024776342854,0.238699542521789,1.46940266329164,3,"Exp1","baseline","long","log"
"6780",1.61,0.651772686100273,1.47343990367106,0.239200302010093,1.47295483261103,3,"Exp1","baseline","long","log"
"6781",1.62,0.651772686100273,1.47661927597543,0.23969909889038,1.4784593636454,3,"Exp1","baseline","long","log"
"6782",1.63,0.651772686100273,1.47978601003592,0.240195952785233,1.48254137698476,3,"Exp1","baseline","long","log"
"6783",1.64,0.651772686100273,1.48294023344222,0.240690883003125,1.48304028224474,3,"Exp1","baseline","long","log"
"6784",1.65,0.651772686100273,1.48608207172628,0.241183908545315,1.48508450010525,3,"Exp1","baseline","long","log"
"6785",1.66,0.651772686100273,1.4892116484077,0.241675048112551,1.488140242534,3,"Exp1","baseline","long","log"
"6786",1.67,0.651772686100273,1.49232908503794,0.242164320111586,1.49217169534085,3,"Exp1","baseline","long","log"
"6787",1.68,0.651772686100273,1.49543450124324,0.242651742661515,1.49666140513622,3,"Exp1","baseline","long","log"
"6788",1.69,0.651772686100273,1.4985280147664,0.243137333599946,1.50039433231102,3,"Exp1","baseline","long","log"
"6789",1.7,0.651772686100273,1.50160974150737,0.243621110488991,1.50067091507701,3,"Exp1","baseline","long","log"
"6790",1.71,0.651772686100273,1.50467979556277,0.244103090621107,1.50496349557515,3,"Exp1","baseline","long","log"
"6791",1.72,0.651772686100273,1.50773828926433,0.24458329102477,1.50794803844015,3,"Exp1","baseline","long","log"
"6792",1.73,0.651772686100273,1.51078533321623,0.245061728470007,1.51065304804287,3,"Exp1","baseline","long","log"
"6793",1.74,0.651772686100273,1.51382103633156,0.245538419473773,1.51464631542473,3,"Exp1","baseline","long","log"
"6794",1.75,0.651772686100273,1.5168455058677,0.246013380305189,1.51488112972257,3,"Exp1","baseline","long","log"
"6795",1.76,0.651772686100273,1.51985884746078,0.246486626990648,1.51995822012701,3,"Exp1","baseline","long","log"
"6796",1.77,0.651772686100273,1.52286116515929,0.246958175318778,1.52250044186899,3,"Exp1","baseline","long","log"
"6797",1.78,0.651772686100273,1.52585256145676,0.247428040845279,1.52548536990104,3,"Exp1","baseline","long","log"
"6798",1.79,0.651772686100273,1.52883313732355,0.247896238897645,1.52932569135114,3,"Exp1","baseline","long","log"
"6799",1.8,0.651772686100273,1.53180299223794,0.248362784579749,1.53100011771924,3,"Exp1","baseline","long","log"
"6800",1.81,0.651772686100273,1.53476222421625,0.248827692776323,1.53530377590764,3,"Exp1","baseline","long","log"
"6801",1.82,0.651772686100273,1.53771092984236,0.249290978157318,1.53909954034689,3,"Exp1","baseline","long","log"
"6802",1.83,0.651772686100273,1.54064920429633,0.24975265518216,1.54284337278341,3,"Exp1","baseline","long","log"
"6803",1.84,0.651772686100273,1.54357714138238,0.250212738103887,1.54239854376795,3,"Exp1","baseline","long","log"
"6804",1.85,0.651772686100273,1.54649483355617,0.2506712409732,1.54593449739654,3,"Exp1","baseline","long","log"
"6805",1.86,0.651772686100273,1.54940237195129,0.251128177642399,1.54948745983571,3,"Exp1","baseline","long","log"
"6806",1.87,0.651772686100273,1.55229984640525,0.251583561769228,1.55411987197546,3,"Exp1","baseline","long","log"
"6807",1.88,0.651772686100273,1.55518734548469,0.252037406820624,1.55555618175907,3,"Exp1","baseline","long","log"
"6808",1.89,0.651772686100273,1.55806495651002,0.252489726076377,1.55874160714993,3,"Exp1","baseline","long","log"
"6809",1.9,0.651772686100273,1.56093276557947,0.252940532632694,1.55847146787821,3,"Exp1","baseline","long","log"
"6810",1.91,0.651772686100273,1.56379085759252,0.253389839405688,1.56418395117381,3,"Exp1","baseline","long","log"
"6811",1.92,0.651772686100273,1.56663931627278,0.253837659134771,1.56496874582175,3,"Exp1","baseline","long","log"
"6812",1.93,0.651772686100273,1.56947822419029,0.254284004385974,1.5675434489993,3,"Exp1","baseline","long","log"
"6813",1.94,0.651772686100273,1.57230766278334,0.254728887555187,1.57194155018134,3,"Exp1","baseline","long","log"
"6814",1.95,0.651772686100273,1.57512771237972,0.255172320871316,1.57550486578528,3,"Exp1","baseline","long","log"
"6815",1.96,0.651772686100273,1.57793845221744,0.255614316399372,1.57675164363446,3,"Exp1","baseline","long","log"
"6816",1.97,0.651772686100273,1.58073996046504,0.256054886043489,1.5792608410105,3,"Exp1","baseline","long","log"
"6817",1.98,0.651772686100273,1.58353231424137,0.256494041549864,1.58294358414055,3,"Exp1","baseline","long","log"
"6818",1.99,0.651772686100273,1.58631558963489,0.256931794509632,1.58584130174526,3,"Exp1","baseline","long","log"
"6819",2,0.651772686100273,1.58908986172255,0.257368156361681,1.5896302216142,3,"Exp1","baseline","long","log"
"6820",2.01,0.651772686100273,1.59185520458824,0.257803138395393,1.59169973070817,3,"Exp1","baseline","long","log"
"6821",2.02,0.651772686100273,1.59461169134078,0.258236751753324,1.59552293317582,3,"Exp1","baseline","long","log"
"6822",2.03,0.651772686100273,1.5973593941315,0.258669007433831,1.5977496562687,3,"Exp1","baseline","long","log"
"6823",2.04,0.651772686100273,1.60009838417148,0.259099916293628,1.59810178466651,3,"Exp1","baseline","long","log"
"6824",2.05,0.651772686100273,1.60282873174829,0.259529489050293,1.60274695402979,3,"Exp1","baseline","long","log"
"6825",2.06,0.651772686100273,1.60555050624247,0.259957736284715,1.60401759832501,3,"Exp1","baseline","long","log"
"6826",2.07,0.651772686100273,1.60826377614351,0.260384668443486,1.60936485912404,3,"Exp1","baseline","long","log"
"6827",2.08,0.651772686100273,1.61096860906561,0.260810295841242,1.61007500414591,3,"Exp1","baseline","long","log"
"6828",2.09,0.651772686100273,1.61366507176295,0.261234628662953,1.61285489874132,3,"Exp1","baseline","long","log"
"6829",2.1,0.651772686100273,1.61635323014475,0.261657676966155,1.61566621182705,3,"Exp1","baseline","long","log"
"6830",2.11,0.651772686100273,1.61903314928991,0.262079450683146,1.61962296905402,3,"Exp1","baseline","long","log"
"6831",2.12,0.651772686100273,1.62170489346132,0.262499959623122,1.6215038278314,3,"Exp1","baseline","long","log"
"6832",2.13,0.651772686100273,1.62436852611996,0.262919213474273,1.62297413164655,3,"Exp1","baseline","long","log"
"6833",2.14,0.651772686100273,1.62702410993857,0.263337221805832,1.62849717297983,3,"Exp1","baseline","long","log"
"6834",2.15,0.651772686100273,1.62967170681506,0.263753994070084,1.63149090521093,3,"Exp1","baseline","long","log"
"6835",2.16,0.651772686100273,1.63231137788573,0.264169539604322,1.6326375398183,3,"Exp1","baseline","long","log"
"6836",2.17,0.651772686100273,1.63494318353803,0.264583867632771,1.63419726073923,3,"Exp1","baseline","long","log"
"6837",2.18,0.651772686100273,1.63756718342318,0.264996987268471,1.63555163337866,3,"Exp1","baseline","long","log"
"6838",2.19,0.651772686100273,1.64018343646849,0.265408907515111,1.64242523744196,3,"Exp1","baseline","long","log"
"6839",2.2,0.651772686100273,1.64279200088939,0.265819637268833,1.64301456528772,3,"Exp1","baseline","long","log"
"6840",2.21,0.651772686100273,1.64539293420122,0.266229185320001,1.64915001000191,3,"Exp1","baseline","long","log"
"6841",2.22,0.651772686100273,1.6479862932308,0.266637560354918,1.64881767941015,3,"Exp1","baseline","long","log"
"6842",2.23,0.651772686100273,1.65057213412771,0.267044770957526,1.64930752499056,3,"Exp1","baseline","long","log"
"6843",2.24,0.651772686100273,1.65315051237539,0.26745082561106,1.6537071085279,3,"Exp1","baseline","long","log"
"6844",2.25,0.651772686100273,1.65572148280195,0.267855732699669,1.65915312228208,3,"Exp1","baseline","long","log"
"6845",2.26,0.651772686100273,1.65828509959078,0.268259500510005,1.65917075186057,3,"Exp1","baseline","long","log"
"6846",2.27,0.651772686100273,1.66084141629101,0.268662137232783,1.65924184284307,3,"Exp1","baseline","long","log"
"6847",2.28,0.651772686100273,1.66339048582761,0.269063650964302,1.66373997054507,3,"Exp1","baseline","long","log"
"6848",2.29,0.651772686100273,1.66593236051144,0.269464049707944,1.66668853015233,3,"Exp1","baseline","long","log"
"6849",2.3,0.651772686100273,1.66846709204897,0.269863341375636,1.66770428833517,3,"Exp1","baseline","long","log"
"6850",2.31,0.651772686100273,1.67099473155191,0.270261533789285,1.67037185714682,3,"Exp1","baseline","long","log"
"6851",2.32,0.651772686100273,1.67351532954656,0.270658634682184,1.67388444823237,3,"Exp1","baseline","long","log"
"6852",2.33,0.651772686100273,1.67602893598301,0.271054651700394,1.6767902808086,3,"Exp1","baseline","long","log"
"6853",2.34,0.651772686100273,1.67853560024417,0.271449592404093,1.67982564043745,3,"Exp1","baseline","long","log"
"6854",2.35,0.651772686100273,1.6810353711546,0.271843464268899,1.67951380105843,3,"Exp1","baseline","long","log"
"6855",2.36,0.651772686100273,1.68352829698916,0.272236274687173,1.6835136136333,3,"Exp1","baseline","long","log"
"6856",2.37,0.651772686100273,1.68601442548153,0.27262803096929,1.68676230654972,3,"Exp1","baseline","long","log"
"6857",2.38,0.651772686100273,1.68849380383248,0.27301874034489,1.6878867860855,3,"Exp1","baseline","long","log"
"6858",2.39,0.651772686100273,1.6909664787181,0.273408409964098,1.6913516187642,3,"Exp1","baseline","long","log"
"6859",2.4,0.651772686100273,1.69343249629775,0.273797046898732,1.69125348619642,3,"Exp1","baseline","long","log"
