"","curDur","wp","mu_r","sig_r","predY","NSub","exp","model","group","ver"
"6468",2.12,0.474961936240846,1.65866358219546,0.317325453187585,1.65676628775689,16,"Exp2","baseline","long","linear"
"6469",2.13,0.474961936240846,1.66391396283305,0.318117819311997,1.66230678208099,16,"Exp2","baseline","long","linear"
"6470",2.14,0.474961936240846,1.66916434347064,0.318905428878903,1.6699963291157,16,"Exp2","baseline","long","linear"
"6471",2.15,0.474961936240846,1.67441472410823,0.319688307743183,1.67335782740766,16,"Exp2","baseline","long","linear"
"6472",2.16,0.474961936240846,1.67966510474582,0.320466481756917,1.68027188974943,16,"Exp2","baseline","long","linear"
"6473",2.17,0.474961936240846,1.68491548538342,0.321239976765295,1.68593663296848,16,"Exp2","baseline","long","linear"
"6474",2.18,0.474961936240846,1.69016586602101,0.322008818602639,1.68761321769604,16,"Exp2","baseline","long","linear"
"6475",2.19,0.474961936240846,1.6954162466586,0.322773033088531,1.6969728576382,16,"Exp2","baseline","long","linear"
"6476",2.2,0.474961936240846,1.70066662729619,0.323532646024056,1.70147594867016,16,"Exp2","baseline","long","linear"
"6477",2.21,0.474961936240846,1.70591700793378,0.324287683188149,1.70394574394805,16,"Exp2","baseline","long","linear"
"6478",2.22,0.474961936240846,1.71116738857137,0.325038170334038,1.71491262669513,16,"Exp2","baseline","long","linear"
"6479",2.23,0.474961936240846,1.71641776920896,0.325784133185796,1.71605337885538,16,"Exp2","baseline","long","linear"
"6480",2.24,0.474961936240846,1.72166814984656,0.326525597434992,1.72192884296035,16,"Exp2","baseline","long","linear"
"6481",2.25,0.474961936240846,1.72691853048415,0.327262588737433,1.72557030609845,16,"Exp2","baseline","long","linear"
"6482",2.26,0.474961936240846,1.73216891112174,0.32799513271001,1.73159176544882,16,"Exp2","baseline","long","linear"
"6483",2.27,0.474961936240846,1.73741929175933,0.328723254927626,1.73443259971996,16,"Exp2","baseline","long","linear"
"6484",2.28,0.474961936240846,1.74266967239692,0.329446980920225,1.74457325608979,16,"Exp2","baseline","long","linear"
"6485",2.29,0.474961936240846,1.74792005303451,0.330166336169905,1.74893991409031,16,"Exp2","baseline","long","linear"
"6486",2.3,0.474961936240846,1.75317043367211,0.33088134610812,1.75363467496101,16,"Exp2","baseline","long","linear"
"6487",2.31,0.474961936240846,1.7584208143097,0.331592036112965,1.75824629733299,16,"Exp2","baseline","long","linear"
"6488",2.32,0.474961936240846,1.76367119494729,0.332298431506547,1.76508280127881,16,"Exp2","baseline","long","linear"
"6489",2.33,0.474961936240846,1.76892157558488,0.333000557552438,1.76631174515478,16,"Exp2","baseline","long","linear"
"6490",2.34,0.474961936240846,1.77417195622247,0.333698439453206,1.77456066637071,16,"Exp2","baseline","long","linear"
"6491",2.35,0.474961936240846,1.77942233686006,0.334392102348025,1.77873016732797,16,"Exp2","baseline","long","linear"
"6492",2.36,0.474961936240846,1.78467271749765,0.335081571310363,1.78287026029957,16,"Exp2","baseline","long","linear"
"6493",2.37,0.474961936240846,1.78992309813525,0.335766871345742,1.78954621393887,16,"Exp2","baseline","long","linear"
"6494",2.38,0.474961936240846,1.79517347877284,0.336448027389575,1.79369820587413,16,"Exp2","baseline","long","linear"
"6495",2.39,0.474961936240846,1.80042385941043,0.337125064305068,1.80064655012277,16,"Exp2","baseline","long","linear"
"6496",2.4,0.474961936240846,1.80567424004802,0.337798006881205,1.80836069291003,16,"Exp2","baseline","long","linear"
"6497",1.2,0.467217143005302,1.43127071932898,0.199083810207104,1.43127335581336,1,"Exp1","baseline","long","log"
"6498",1.21,0.467217143005302,1.43760413108921,0.199825768704482,1.43754129412347,1,"Exp1","baseline","long","log"
"6499",1.22,0.467217143005302,1.44391330399136,0.200565396430382,1.44595438951683,1,"Exp1","baseline","long","log"
"6500",1.23,0.467217143005302,1.45019852924438,0.201302716171227,1.45059679393721,1,"Exp1","baseline","long","log"
"6501",1.24,0.467217143005302,1.45646009222051,0.202037750344048,1.45689793415267,1,"Exp1","baseline","long","log"
"6502",1.25,0.467217143005302,1.4626982726184,0.202770521004784,1.4642401461634,1,"Exp1","baseline","long","log"
"6503",1.26,0.467217143005302,1.46891334462028,0.203501049856355,1.47063828427301,1,"Exp1","baseline","long","log"
"6504",1.27,0.467217143005302,1.47510557704373,0.204229358256498,1.4732345443292,1,"Exp1","baseline","long","log"
"6505",1.28,0.467217143005302,1.48127523348794,0.204955467225386,1.48024780690891,1,"Exp1","baseline","long","log"
"6506",1.29,0.467217143005302,1.48742257247497,0.205679397453029,1.48744989277359,1,"Exp1","baseline","long","log"
"6507",1.3,0.467217143005302,1.49354784758614,0.206401169306473,1.49383119818177,1,"Exp1","baseline","long","log"
"6508",1.31,0.467217143005302,1.49965130759365,0.207120802836797,1.50077393801641,1,"Exp1","baseline","long","log"
"6509",1.32,0.467217143005302,1.5057331965878,0.207838317785917,1.50556241806728,1,"Exp1","baseline","long","log"
"6510",1.33,0.467217143005302,1.51179375409985,0.2085537335932,1.5134576193427,1,"Exp1","baseline","long","log"
"6511",1.34,0.467217143005302,1.51783321522082,0.209267069401906,1.51640885075748,1,"Exp1","baseline","long","log"
"6512",1.35,0.467217143005302,1.52385181071624,0.20997834406545,1.52344619373741,1,"Exp1","baseline","long","log"
"6513",1.36,0.467217143005302,1.5298497671372,0.210687576153493,1.53077112374231,1,"Exp1","baseline","long","log"
"6514",1.37,0.467217143005302,1.53582730692771,0.211394783957876,1.53826322729168,1,"Exp1","baseline","long","log"
"6515",1.38,0.467217143005302,1.54178464852855,0.21209998549839,1.54193022919413,1,"Exp1","baseline","long","log"
"6516",1.39,0.467217143005302,1.54772200647778,0.212803198528401,1.54619474764131,1,"Exp1","baseline","long","log"
"6517",1.4,0.467217143005302,1.55363959150804,0.213504440540315,1.55178939707934,1,"Exp1","baseline","long","log"
"6518",1.41,0.467217143005302,1.55953761064071,0.214203728770916,1.55924050899891,1,"Exp1","baseline","long","log"
"6519",1.42,0.467217143005302,1.56541626727712,0.214901080206546,1.56467290783096,1,"Exp1","baseline","long","log"
"6520",1.43,0.467217143005302,1.57127576128687,0.215596511588171,1.57260347199568,1,"Exp1","baseline","long","log"
"6521",1.44,0.467217143005302,1.57711628909341,0.2162900394163,1.57575244838148,1,"Exp1","baseline","long","log"
"6522",1.45,0.467217143005302,1.58293804375693,0.216981679955788,1.58300209311028,1,"Exp1","baseline","long","log"
"6523",1.46,0.467217143005302,1.58874121505478,0.217671449240513,1.58808345884519,1,"Exp1","baseline","long","log"
"6524",1.47,0.467217143005302,1.59452598955936,0.218359363077934,1.59436041985823,1,"Exp1","baseline","long","log"
"6525",1.48,0.467217143005302,1.60029255071363,0.219045437053539,1.60068363521892,1,"Exp1","baseline","long","log"
"6526",1.49,0.467217143005302,1.60604107890442,0.219729686535174,1.60636341336252,1,"Exp1","baseline","long","log"
"6527",1.5,0.467217143005302,1.61177175153347,0.220412126677274,1.61027875621156,1,"Exp1","baseline","long","log"
"6528",1.51,0.467217143005302,1.61748474308643,0.221092772424977,1.61824168046128,1,"Exp1","baseline","long","log"
"6529",1.52,0.467217143005302,1.62318022519971,0.221771638518149,1.62295467884155,1,"Exp1","baseline","long","log"
"6530",1.53,0.467217143005302,1.62885836672548,0.222448739495303,1.63049053926812,1,"Exp1","baseline","long","log"
"6531",1.54,0.467217143005302,1.63451933379472,0.223124089697424,1.63551843179693,1,"Exp1","baseline","long","log"
"6532",1.55,0.467217143005302,1.64016328987844,0.223797703271701,1.64099592511843,1,"Exp1","baseline","long","log"
"6533",1.56,0.467217143005302,1.64579039584715,0.224469594175173,1.64767440526895,1,"Exp1","baseline","long","log"
"6534",1.57,0.467217143005302,1.6514008100286,0.225139776178279,1.65030559567011,1,"Exp1","baseline","long","log"
"6535",1.58,0.467217143005302,1.65699468826395,0.225808262868335,1.65713583404505,1,"Exp1","baseline","long","log"
"6536",1.59,0.467217143005302,1.66257218396225,0.226475067652916,1.66282120255645,1,"Exp1","baseline","long","log"
"6537",1.6,0.467217143005302,1.66813344815351,0.227140203763167,1.66819312780639,1,"Exp1","baseline","long","log"
"6538",1.61,0.467217143005302,1.67367862954013,0.227803684257035,1.67466846430826,1,"Exp1","baseline","long","log"
"6539",1.62,0.467217143005302,1.6792078745471,0.228465522022421,1.67963620783541,1,"Exp1","baseline","long","log"
"6540",1.63,0.467217143005302,1.68472132737064,0.229125729780262,1.68449762636719,1,"Exp1","baseline","long","log"
"6541",1.64,0.467217143005302,1.69021913002561,0.229784320087545,1.68958752798343,1,"Exp1","baseline","long","log"
"6542",1.65,0.467217143005302,1.69570142239163,0.230441305340243,1.69522933917798,1,"Exp1","baseline","long","log"
"6543",1.66,0.467217143005302,1.70116834225785,0.23109669777619,1.70169610481628,1,"Exp1","baseline","long","log"
"6544",1.67,0.467217143005302,1.70662002536666,0.231750509477892,1.70692143399194,1,"Exp1","baseline","long","log"
"6545",1.68,0.467217143005302,1.71205660545612,0.232402752375269,1.71105040161802,1,"Exp1","baseline","long","log"
"6546",1.69,0.467217143005302,1.71747821430135,0.233053438248338,1.71769597960178,1,"Exp1","baseline","long","log"
"6547",1.7,0.467217143005302,1.7228849817547,0.233702578729835,1.72198297609227,1,"Exp1","baseline","long","log"
"6548",1.71,0.467217143005302,1.72827703578503,0.234350185307781,1.72710862085548,1,"Exp1","baseline","long","log"
"6549",1.72,0.467217143005302,1.73365450251583,0.234996269327985,1.73524453037364,1,"Exp1","baseline","long","log"
"6550",1.73,0.467217143005302,1.7390175062624,0.235640841996499,1.7375800255425,1,"Exp1","baseline","long","log"
"6551",1.74,0.467217143005302,1.7443661695681,0.236283914382014,1.74422371001441,1,"Exp1","baseline","long","log"
"6552",1.75,0.467217143005302,1.74970061323962,0.236925497418204,1.74929586084632,1,"Exp1","baseline","long","log"
"6553",1.76,0.467217143005302,1.75502095638137,0.237565601906021,1.75744790988551,1,"Exp1","baseline","long","log"
"6554",1.77,0.467217143005302,1.76032731642899,0.238204238515937,1.75925731342733,1,"Exp1","baseline","long","log"
"6555",1.78,0.467217143005302,1.76561980918206,0.238841417790143,1.76634482695255,1,"Exp1","baseline","long","log"
"6556",1.79,0.467217143005302,1.7708985488359,0.239477150144693,1.7709650525532,1,"Exp1","baseline","long","log"
"6557",1.8,0.467217143005302,1.77616364801267,0.240111445871611,1.77579052996939,1,"Exp1","baseline","long","log"
"6558",1.81,0.467217143005302,1.78141521779165,0.240744315140943,1.78135649449607,1,"Exp1","baseline","long","log"
"6559",1.82,0.467217143005302,1.78665336773875,0.241375768002777,1.786030083656,1,"Exp1","baseline","long","log"
"6560",1.83,0.467217143005302,1.79187820593538,0.242005814389208,1.79177715732872,1,"Exp1","baseline","long","log"
"6561",1.84,0.467217143005302,1.79708983900651,0.242634464116275,1.79656810594718,1,"Exp1","baseline","long","log"
"6562",1.85,0.467217143005302,1.80228837214813,0.243261726885844,1.80173780339082,1,"Exp1","baseline","long","log"
"6563",1.86,0.467217143005302,1.80747390915402,0.243887612287462,1.8085700530439,1,"Exp1","baseline","long","log"
"6564",1.87,0.467217143005302,1.81264655244186,0.244512129800171,1.81198217171551,1,"Exp1","baseline","long","log"
"6565",1.88,0.467217143005302,1.81780640307876,0.245135288794277,1.81926518368774,1,"Exp1","baseline","long","log"
"6566",1.89,0.467217143005302,1.82295356080612,0.245757098533094,1.82405961670617,1,"Exp1","baseline","long","log"
"6567",1.9,0.467217143005302,1.82808812406396,0.246377568174641,1.82592498851915,1,"Exp1","baseline","long","log"
"6568",1.91,0.467217143005302,1.83321019001467,0.246996706773316,1.83370689413076,1,"Exp1","baseline","long","log"
"6569",1.92,0.467217143005302,1.83831985456617,0.247614523281526,1.83826938469774,1,"Exp1","baseline","long","log"
"6570",1.93,0.467217143005302,1.84341721239454,0.248231026551292,1.84305701793758,1,"Exp1","baseline","long","log"
"6571",1.94,0.467217143005302,1.84850235696619,0.248846225335813,1.84996939908389,1,"Exp1","baseline","long","log"
"6572",1.95,0.467217143005302,1.85357538055943,0.249460128291008,1.85416311974951,1,"Exp1","baseline","long","log"
"6573",1.96,0.467217143005302,1.85863637428559,0.250072743977023,1.85986771490667,1,"Exp1","baseline","long","log"
"6574",1.97,0.467217143005302,1.86368542810967,0.250684080859707,1.86262234773568,1,"Exp1","baseline","long","log"
"6575",1.98,0.467217143005302,1.8687226308705,0.251294147312061,1.86824462094856,1,"Exp1","baseline","long","log"
"6576",1.99,0.467217143005302,1.87374807030044,0.251902951615657,1.87274768413183,1,"Exp1","baseline","long","log"
"6577",2,0.467217143005302,1.87876183304466,0.252510501962031,1.87897359236184,1,"Exp1","baseline","long","log"
